Hs-TRIML2,2000,1000,T142752-TRIML2,"p2@TRIML2"
rank,ID,Fabs,Frel,association_with_transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
1,T095880,t142752,2,008.0000,0.99950223992,p14@RPL22,6146,10315,,RPL22,"ribosomal protein L22","gene with protein product"
2,T095879,t142752,2,008.0000,0.999004975124,p6@RPL22,6146,10315,,RPL22,"ribosomal protein L22","gene with protein product"
3,T093171,t142752,2,007.0000,0.999004479841,p19@YTHDF2,51441,31675,,YTHDF2,"YTH N6-methyladenosine RNA binding protein 2","gene with protein product"
4,T135664,t142752,2,007.0000,0.999004479841,p15@DAG1,1605,2666,,DAG1,"dystroglycan 1","gene with protein product"
5,T029480,t142752,2,004.0000,0.999002991027,p31@PPP1R12A,4659,7618,,PPP1R12A,"protein phosphatase 1 regulatory subunit 12A","gene with protein product"
6,T025338,t142752,2,006.0000,0.998506719761,p8@FAM113B,91523,28255,F8VYL8,PCED1B,"PC-esterase domain containing 1B","gene with protein product"
7,T104413,t142752,2,005.0000,0.998505976096,p3@LINC00189,193629,18461,,LINC00189,"long intergenic non-protein coding RNA 189","RNA, long non-coding"
8,T030114,t142752,2,005.0000,0.998505976096,p6@PHC1,1911,3182,F5H6F5,PHC1,"polyhomeotic homolog 1","gene with protein product"
9,T021685,t142752,2,004.0000,0.998505231689,p1@VSIG10,54621,26078,Q8N0Z9,VSIG10,"V-set and immunoglobulin domain containing 10","gene with protein product"
10,T056757,t142752,2,001.0000,0.998004987531,p8@PIPOX,51268,17804,Q9P0Z9,PIPOX,"pipecolic acid and sarcosine oxidase","gene with protein product"
11,T045504,t142752,2,007.0000,0.997514910537,p4@RBPMS2,348093,19098,Q6ZRY4,RBPMS2,"RNA binding protein with multiple splicing 2","gene with protein product"
12,T142752,t142753,2,006.0000,0.997513674789,p2@TRIML2,205860,26378,B7Z6J6,TRIML2,"tripartite motif family like 2","gene with protein product"
13,T142752,t184475,2,005.0000,0.996520874751,p2@TRIML2,205860,26378,B7Z6J6,TRIML2,"tripartite motif family like 2","gene with protein product"
14,T104046,t142752,1,997.0000,0.995513459621,p3@CHODL,140578,17807,,CHODL,chondrolectin,"gene with protein product"
15,T006154,t142752,1,996.0000,0.995014955135,p1@TET1,80312,29484,Q8NFU7,TET1,"tet methylcytosine dioxygenase 1","gene with protein product"
16,T033117,t142752,1,996.0000,0.995014955135,p2@DNAJC15,29103,20325,Q9Y5T4,DNAJC15,"DnaJ heat shock protein family (Hsp40) member C15","gene with protein product"
17,T142752,t181151,1,997.0000,0.994521912351,p2@TRIML2,205860,26378,B7Z6J6,TRIML2,"tripartite motif family like 2","gene with protein product"
18,T072019,t142752,1,992.0000,0.994508237644,p2@ZNF626,199777,30461,Q68DY1,ZNF626,"zinc finger protein 626","gene with protein product"
19,T142752,t171596,1,992.0000,0.992526158445,p2@TRIML2,205860,26378,B7Z6J6,TRIML2,"tripartite motif family like 2","gene with protein product"
20,T010491,t142752,1,987.0000,0.992011982027,p17@BCL9L,283149,23688,,BCL9L,"B-cell CLL/lymphoma 9-like","gene with protein product"
21,T072252,t142752,1,994.0000,0.990561351217,p1@ZNF675,171392,30768,Q8TD23,ZNF675,"zinc finger protein 675","gene with protein product"
22,T142752,t181908,1,987.0000,0.990528414756,p2@TRIML2,205860,26378,B7Z6J6,TRIML2,"tripartite motif family like 2","gene with protein product"
23,T006155,t142752,1,991.0000,0.990054699155,p3@TET1,80312,29484,Q8NFU7,TET1,"tet methylcytosine dioxygenase 1","gene with protein product"
24,T078048,t142752,1,990.0000,0.990049751244,p2@NLRP7,199713,22947,Q8WX94,NLRP7,"NLR family pyrin domain containing 7","gene with protein product"
25,T029859,t142752,1,987.0000,0.990034877927,p7@RIMKLB,57494,29228,,RIMKLB,"ribosomal modification protein rimK like family member B","gene with protein product"
26,T078050,t142752,1,981.0000,0.989016475287,p1@NLRP7,199713,22947,"Q8WX94,E7EX89",NLRP7,"NLR family pyrin domain containing 7","gene with protein product"
27,T038832,t142752,1,982.0000,0.988035892323,p7@SOCS4,122809,19392,Q8WXH5,SOCS4,"suppressor of cytokine signaling 4","gene with protein product"
28,T072174,t142752,1,982.0000,0.987543597409,p2@ZNF98,148198,13174,A6NK75,ZNF98,"zinc finger protein 98","gene with protein product"
29,T093944,t142752,1,979.0000,0.986048829098,p3@SH3D21,79729,26236,B5MDU9,SH3D21,"SH3 domain containing 21","gene with protein product"
