Hs-RTN1,2000,1000,T039137-RTN1,"p11@RTN1"
rank,ID,Fabs,Frel,association_with_transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
1,T039137,t039139,2,006.0000,1.0,p11@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
2,T039137,t039138,2,013.0000,1.0,p11@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
3,T039133,t039137,2,006.0000,1.0,p10@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
4,T039137,t133869,2,007.0000,1.0,p11@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
5,T039130,t039137,2,003.0000,1.0,p18@RTN1,6252,10467,Q2L7A7,RTN1,"reticulon 1","gene with protein product"
6,T039134,t039137,2,012.0000,0.999006951341,p22@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
7,T039135,t039137,2,009.0000,0.999005469915,p36@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
8,T039131,t039137,2,007.0000,0.999004479841,p25@RTN1,6252,10467,Q2L7A7,RTN1,"reticulon 1","gene with protein product"
9,T039028,t039137,2,001.0000,0.999001497753,p9@SLC35F4,341880,19845,,SLC35F4,"solute carrier family 35 member F4","gene with protein product"
10,T039132,t039137,2,002.0000,0.998503740648,p20@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
11,T039137,t143921,2,004.0000,0.997511199602,p11@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
12,T039136,t039137,1,984.0000,0.987064676617,p17@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
13,T039024,t039137,1,984.0000,0.986083499006,p4@SLC35F4,341880,19845,G3V4Z9,SLC35F4,"solute carrier family 35 member F4","gene with protein product"
14,T039025,t039137,1,977.0000,0.986034912718,p1@SLC35F4,341880,19845,G3V4Z9,SLC35F4,"solute carrier family 35 member F4","gene with protein product"
15,T039137,t133872,1,977.0000,0.986034912718,p11@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
16,T039137,t148736,1,975.0000,0.983565737052,p11@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
17,T039137,t143920,1,966.0000,0.981037924152,p11@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
18,T039137,t133870,1,961.0000,0.977080219233,p11@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
