Hs-RTN1,2000,1000,T039131-RTN1,"p25@RTN1"
rank,ID,Fabs,Frel,association_with_transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
1,T039131,t039133,2,011.0000,1.0,p25@RTN1,6252,10467,Q2L7A7,RTN1,"reticulon 1","gene with protein product"
2,T039024,t039131,2,012.0000,1.0,p4@SLC35F4,341880,19845,G3V4Z9,SLC35F4,"solute carrier family 35 member F4","gene with protein product"
3,T039131,t039137,2,008.0000,1.0,p25@RTN1,6252,10467,Q2L7A7,RTN1,"reticulon 1","gene with protein product"
4,T039131,t143921,2,011.0000,0.999006458023,p25@RTN1,6252,10467,Q2L7A7,RTN1,"reticulon 1","gene with protein product"
5,T039131,t039134,2,010.0000,0.999005964215,p25@RTN1,6252,10467,Q2L7A7,RTN1,"reticulon 1","gene with protein product"
6,T039131,t133869,2,008.0000,0.999004975124,p25@RTN1,6252,10467,Q2L7A7,RTN1,"reticulon 1","gene with protein product"
7,T039131,t039139,2,007.0000,0.999004479841,p25@RTN1,6252,10467,Q2L7A7,RTN1,"reticulon 1","gene with protein product"
8,T039131,t039132,2,007.0000,0.999004479841,p25@RTN1,6252,10467,Q2L7A7,RTN1,"reticulon 1","gene with protein product"
9,T039028,t039131,2,006.0000,0.999003984064,p9@SLC35F4,341880,19845,,SLC35F4,"solute carrier family 35 member F4","gene with protein product"
10,T039131,t039138,2,003.0000,0.999002493766,p25@RTN1,6252,10467,Q2L7A7,RTN1,"reticulon 1","gene with protein product"
11,T039023,t039131,2,003.0000,0.999002493766,p5@SLC35F4,341880,19845,G3V4Z9,SLC35F4,"solute carrier family 35 member F4","gene with protein product"
12,T039130,t039131,2,002.0000,0.999001996008,p18@RTN1,6252,10467,Q2L7A7,RTN1,"reticulon 1","gene with protein product"
13,T039131,t143920,2,008.0000,0.998011928429,p25@RTN1,6252,10467,Q2L7A7,RTN1,"reticulon 1","gene with protein product"
14,T039131,t148736,2,004.0000,0.998007968127,p25@RTN1,6252,10467,Q2L7A7,RTN1,"reticulon 1","gene with protein product"
15,T039131,t133872,2,008.0000,0.997516145057,p25@RTN1,6252,10467,Q2L7A7,RTN1,"reticulon 1","gene with protein product"
16,T039131,t133873,1,998.0000,0.997005988024,p25@RTN1,6252,10467,Q2L7A7,RTN1,"reticulon 1","gene with protein product"
17,T006716,t039131,1,998.0000,0.995019920319,p4@PLA2G12B,84647,18555,Q9BX93,PLA2G12B,"phospholipase A2 group XIIB","gene with protein product"
18,T039131,t039135,1,996.0000,0.994023904382,p25@RTN1,6252,10467,Q2L7A7,RTN1,"reticulon 1","gene with protein product"
19,T039131,t086928,1,984.0000,0.988540109616,p25@RTN1,6252,10467,Q2L7A7,RTN1,"reticulon 1","gene with protein product"
20,T039025,t039131,1,983.0000,0.988041853513,p1@SLC35F4,341880,19845,G3V4Z9,SLC35F4,"solute carrier family 35 member F4","gene with protein product"
