Hs-RTN1,2000,1000,T039132-RTN1,"p20@RTN1"
rank,ID,Fabs,Frel,association_with_transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
1,T039023,t039132,2,011.0000,1.0,p5@SLC35F4,341880,19845,G3V4Z9,SLC35F4,"solute carrier family 35 member F4","gene with protein product"
2,T039132,t143920,2,008.0000,1.0,p20@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
3,T039132,t039133,2,008.0000,1.0,p20@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
4,T039132,t039138,2,011.0000,0.999006458023,p20@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
5,T039132,t039137,2,010.0000,0.999005964215,p20@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
6,T039132,t133869,2,009.0000,0.999005469915,p20@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
7,T039132,t039134,2,008.0000,0.999004975124,p20@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
8,T039132,t133873,2,007.0000,0.999004479841,p20@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
9,T039132,t143921,2,007.0000,0.999004479841,p20@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
10,T038931,t039132,2,006.0000,0.999003984064,p18@PELI2,57161,8828,,PELI2,"pellino E3 ubiquitin protein ligase family member 2","gene with protein product"
11,T039132,t074812,2,006.0000,0.999003984064,p20@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
12,T006716,t039132,2,006.0000,0.999003984064,p4@PLA2G12B,84647,18555,Q9BX93,PLA2G12B,"phospholipase A2 group XIIB","gene with protein product"
13,T039028,t039132,2,005.0000,0.999003487793,p9@SLC35F4,341880,19845,,SLC35F4,"solute carrier family 35 member F4","gene with protein product"
14,T039131,t039132,2,005.0000,0.999003487793,p25@RTN1,6252,10467,Q2L7A7,RTN1,"reticulon 1","gene with protein product"
15,T039024,t039132,2,005.0000,0.999003487793,p4@SLC35F4,341880,19845,G3V4Z9,SLC35F4,"solute carrier family 35 member F4","gene with protein product"
16,T026670,t039132,2,003.0000,0.999002493766,p17@HOXC4,3221,5126,,HOXC4,"homeobox C4","gene with protein product"
17,T039130,t039132,2,003.0000,0.999002493766,p18@RTN1,6252,10467,Q2L7A7,RTN1,"reticulon 1","gene with protein product"
18,T039132,t133872,2,005.0000,0.998008959681,p20@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
19,T039132,t148736,2,003.0000,0.998006975585,p20@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
20,T039132,t039139,2,004.0000,0.997511199602,p20@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
21,T039025,t039132,2,000.0000,0.996015936255,p1@SLC35F4,341880,19845,G3V4Z9,SLC35F4,"solute carrier family 35 member F4","gene with protein product"
22,T039132,t133870,2,006.0000,0.99503968254,p20@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
23,T039132,t056253,1,986.0000,0.989536621824,p20@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
24,T039132,t086928,1,988.0000,0.989054726368,p20@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
25,T039132,t133871,1,980.0000,0.986547085202,p20@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
26,T026671,t039132,1,982.0000,0.986069651741,p13@HOXC4,3221,5126,,HOXC4,"homeobox C4","gene with protein product"
27,T039132,t123463,1,980.0000,0.985074626866,p20@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
28,T039132,t196328,1,979.0000,0.985067197611,p20@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
