Hs-RTN1,2000,1000,T039134-RTN1,"p22@RTN1"
rank,ID,Fabs,Frel,association_with_transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
1,T039132,t039134,2,007.0000,1.0,p20@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
2,T039134,t133869,2,006.0000,0.999501743896,p22@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
3,T039133,t039134,2,007.0000,0.999004479841,p10@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
4,T039134,t148736,2,007.0000,0.999004479841,p22@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
5,T039134,t039138,2,004.0000,0.999002991027,p22@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
6,T039134,t039137,2,002.0000,0.999001996008,p22@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
7,T039134,t143921,2,010.0000,0.998509687034,p22@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
8,T039134,t039139,2,004.0000,0.998505231689,p22@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
9,T039131,t039134,2,004.0000,0.998505231689,p25@RTN1,6252,10467,Q2L7A7,RTN1,"reticulon 1","gene with protein product"
10,T039134,t197499,2,001.0000,0.997507477567,p22@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
11,T039028,t039134,2,000.0000,0.997008973081,p9@SLC35F4,341880,19845,,SLC35F4,"solute carrier family 35 member F4","gene with protein product"
12,T039134,t143920,1,999.0000,0.997007481297,p22@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
13,T039024,t039134,1,986.0000,0.991512730904,p4@SLC35F4,341880,19845,G3V4Z9,SLC35F4,"solute carrier family 35 member F4","gene with protein product"
14,T039134,t076025,1,988.0000,0.989547038328,p22@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
15,T039134,t039135,1,985.0000,0.987071108901,p22@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
16,T039134,t143923,1,979.0000,0.985557768924,p22@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
17,T039134,t133872,1,969.0000,0.983516483516,p22@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
18,T039023,t039134,1,970.0000,0.980587356894,p5@SLC35F4,341880,19845,G3V4Z9,SLC35F4,"solute carrier family 35 member F4","gene with protein product"
19,T039134,t143922,1,969.0000,0.980577689243,p22@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
20,T025215,t039134,1,968.0000,0.980079681275,p19@SLC38A1,81539,13447,,SLC38A1,"solute carrier family 38 member 1","gene with protein product"
21,T039130,t039134,1,972.0000,0.979632389468,p18@RTN1,6252,10467,Q2L7A7,RTN1,"reticulon 1","gene with protein product"
22,T039025,t039134,1,961.0000,0.976593625498,p1@SLC35F4,341880,19845,G3V4Z9,SLC35F4,"solute carrier family 35 member F4","gene with protein product"
23,T039134,t129563,1,964.0000,0.976143141153,p22@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
24,T039134,t133873,1,946.0000,0.968641114983,p22@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
25,T039134,t093582,1,942.0000,0.968095712861,p22@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
26,T039134,t133870,1,939.0000,0.965637450199,p22@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
27,T039134,t086928,1,934.0000,0.964107676969,p22@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
28,T006716,t039134,1,932.0000,0.962151394422,p4@PLA2G12B,84647,18555,Q9BX93,PLA2G12B,"phospholipase A2 group XIIB","gene with protein product"
