Hs-RTN1,2000,1000,T039139-RTN1,"p43@RTN1"
rank,ID,Fabs,Frel,association_with_transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
1,T039138,t039139,2,011.0000,1.0,p16@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
2,T039134,t039139,2,006.0000,0.999003984064,p22@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
3,T039131,t039139,2,005.0000,0.999003487793,p25@RTN1,6252,10467,Q2L7A7,RTN1,"reticulon 1","gene with protein product"
4,T039025,t039139,2,003.0000,0.999002493766,p1@SLC35F4,341880,19845,G3V4Z9,SLC35F4,"solute carrier family 35 member F4","gene with protein product"
5,T039137,t039139,2,001.0000,0.999001497753,p11@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
6,T039132,t039139,2,004.0000,0.997014925373,p20@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
7,T039133,t039139,2,005.0000,0.996520874751,p10@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
8,T039139,t133869,1,998.0000,0.994524639124,p43@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
9,T039135,t039139,1,995.0000,0.994020926756,p36@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
10,T039028,t039139,1,990.0000,0.993013972056,p9@SLC35F4,341880,19845,,SLC35F4,"solute carrier family 35 member F4","gene with protein product"
11,T038931,t039139,1,987.0000,0.990528414756,p18@PELI2,57161,8828,,PELI2,"pellino E3 ubiquitin protein ligase family member 2","gene with protein product"
12,T039139,t143921,1,988.0000,0.989547038328,p43@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
13,T039130,t039139,1,985.0000,0.989531405783,p18@RTN1,6252,10467,Q2L7A7,RTN1,"reticulon 1","gene with protein product"
14,T039024,t039139,1,963.0000,0.980029955067,p4@SLC35F4,341880,19845,G3V4Z9,SLC35F4,"solute carrier family 35 member F4","gene with protein product"
15,T038932,t039139,1,963.0000,0.97564612326,p12@PELI2,57161,8828,,PELI2,"pellino E3 ubiquitin protein ligase family member 2","gene with protein product"
16,T039139,t133872,1,963.0000,0.974677259186,p43@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
17,T039136,t039139,1,949.0000,0.97061752988,p17@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
18,T039139,t148736,1,943.0000,0.968594217348,p43@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
19,T039139,t143920,1,935.0000,0.962686567164,p43@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
20,T039023,t039139,1,916.0000,0.953233830846,p5@SLC35F4,341880,19845,G3V4Z9,SLC35F4,"solute carrier family 35 member F4","gene with protein product"
21,T006113,t039139,1,907.0000,0.951122194514,p1@ATOH7,220202,13907,"F1T0H4,Q8N100",ATOH7,"atonal bHLH transcription factor 7","gene with protein product"
22,T039139,t086928,1,912.0000,0.949826130154,p43@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
23,T039139,t079662,1,902.0000,0.946268656716,p43@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
