Hs-DDX55,2000,1000,T022507-DDX55,"p2@DDX55"
rank,ID,Fabs,Frel,association_with_transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
1,T022507,t095501,2,008.0000,1.0,p2@DDX55,57696,20085,,DDX55,"DEAD-box helicase 55","gene with protein product"
2,T022507,t043493,2,008.0000,1.0,p2@DDX55,57696,20085,,DDX55,"DEAD-box helicase 55","gene with protein product"
3,T022507,t177160,2,008.0000,1.0,p2@DDX55,57696,20085,,DDX55,"DEAD-box helicase 55","gene with protein product"
4,T022507,t147542,2,005.0000,1.0,p2@DDX55,57696,20085,,DDX55,"DEAD-box helicase 55","gene with protein product"
5,T022507,t177162,2,010.0000,1.0,p2@DDX55,57696,20085,,DDX55,"DEAD-box helicase 55","gene with protein product"
6,T022507,t190167,2,010.0000,1.0,p2@DDX55,57696,20085,,DDX55,"DEAD-box helicase 55","gene with protein product"
7,T022507,t146298,2,012.0000,1.0,p2@DDX55,57696,20085,,DDX55,"DEAD-box helicase 55","gene with protein product"
8,T022507,t135722,2,009.0000,0.999502487562,p2@DDX55,57696,20085,,DDX55,"DEAD-box helicase 55","gene with protein product"
9,T022507,t076360,2,008.0000,0.99950223992,p2@DDX55,57696,20085,,DDX55,"DEAD-box helicase 55","gene with protein product"
10,T022507,t039436,2,005.0000,0.999501495513,p2@DDX55,57696,20085,,DDX55,"DEAD-box helicase 55","gene with protein product"
11,T022507,t093923,2,016.0000,0.999008919722,p2@DDX55,57696,20085,,DDX55,"DEAD-box helicase 55","gene with protein product"
12,T022507,t176961,2,009.0000,0.999005469915,p2@DDX55,57696,20085,,DDX55,"DEAD-box helicase 55","gene with protein product"
13,T022507,t103515,2,009.0000,0.999005469915,p2@DDX55,57696,20085,,DDX55,"DEAD-box helicase 55","gene with protein product"
14,T022507,t165164,2,008.0000,0.999004975124,p2@DDX55,57696,20085,,DDX55,"DEAD-box helicase 55","gene with protein product"
15,T022507,t141459,2,008.0000,0.999004975124,p2@DDX55,57696,20085,,DDX55,"DEAD-box helicase 55","gene with protein product"
