Hs-RTN1,2000,1000,T039138-RTN1,"p16@RTN1"
rank,ID,Fabs,Frel,association_with_transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
1,T039138,t133869,2,010.0000,1.0,p16@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
2,T039133,t039138,2,014.0000,1.0,p10@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
3,T039137,t039138,2,013.0000,0.999007444169,p11@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
4,T039132,t039138,2,010.0000,0.999005964215,p20@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
5,T039138,t143921,2,007.0000,0.999004479841,p16@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
6,T039028,t039138,2,007.0000,0.999004479841,p9@SLC35F4,341880,19845,,SLC35F4,"solute carrier family 35 member F4","gene with protein product"
7,T039138,t086928,2,007.0000,0.999004479841,p16@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
8,T039024,t039138,2,005.0000,0.999003487793,p4@SLC35F4,341880,19845,G3V4Z9,SLC35F4,"solute carrier family 35 member F4","gene with protein product"
9,T039134,t039138,2,005.0000,0.999003487793,p22@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
10,T039138,t039139,2,005.0000,0.999003487793,p16@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
11,T039131,t039138,2,004.0000,0.999002991027,p25@RTN1,6252,10467,Q2L7A7,RTN1,"reticulon 1","gene with protein product"
12,T039138,t148736,2,000.0000,0.998003992016,p16@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
13,T039138,t143920,2,001.0000,0.997507477567,p16@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
14,T039135,t039138,2,000.0000,0.997506234414,p36@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
15,T039130,t039138,2,000.0000,0.996512207275,p18@RTN1,6252,10467,Q2L7A7,RTN1,"reticulon 1","gene with protein product"
16,T039138,t133872,1,999.0000,0.995517928287,p16@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
17,T039023,t039138,1,998.0000,0.995515695067,p5@SLC35F4,341880,19845,G3V4Z9,SLC35F4,"solute carrier family 35 member F4","gene with protein product"
18,T039025,t039138,1,991.0000,0.993512974052,p1@SLC35F4,341880,19845,G3V4Z9,SLC35F4,"solute carrier family 35 member F4","gene with protein product"
19,T039138,t133873,1,982.0000,0.986069651741,p16@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
20,T006716,t039138,1,981.0000,0.98606271777,p4@PLA2G12B,84647,18555,Q9BX93,PLA2G12B,"phospholipase A2 group XIIB","gene with protein product"
21,T039138,t086927,1,969.0000,0.981066268062,p16@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
22,T039138,t133870,1,969.0000,0.978628230616,p16@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
23,T038931,t039138,1,956.0000,0.973134328358,p18@PELI2,57161,8828,,PELI2,"pellino E3 ubiquitin protein ligase family member 2","gene with protein product"
24,T026670,t039138,1,954.0000,0.97262319562,p17@HOXC4,3221,5126,,HOXC4,"homeobox C4","gene with protein product"
25,T039138,t133871,1,952.0000,0.9725959143,p16@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
26,T039138,t123463,1,944.0000,0.96957605985,p16@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
27,T023964,t039138,1,936.0000,0.965586034913,p4@ST8SIA1,6489,10869,,ST8SIA1,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1","gene with protein product"
28,T006715,t039138,1,935.0000,0.964606181456,p3@PLA2G12B,84647,18555,Q9BX93,PLA2G12B,"phospholipase A2 group XIIB","gene with protein product"
29,T039138,t056253,1,935.0000,0.962686567164,p16@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
30,T039136,t039138,1,930.0000,0.960676953708,p17@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
