Hs-SEPHS1,2000,1000,T002573-SEPHS1,"p13@SEPHS1"
rank,ID,Fabs,Frel,association_with_transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
1,T002573,t198274,2,007.0000,1.0,p13@SEPHS1,22929,19685,"B4DWK0,Q5T5U9,D3DRS9,P49903",SEPHS1,"selenophosphate synthetase 1","gene with protein product"
2,T002569,t002573,2,004.0000,1.0,p1@SEPHS1,22929,19685,"Q5T5U9,D6PSQ9",SEPHS1,"selenophosphate synthetase 1","gene with protein product"
3,T002573,t192392,2,009.0000,1.0,p13@SEPHS1,22929,19685,"B4DWK0,Q5T5U9,D3DRS9,P49903",SEPHS1,"selenophosphate synthetase 1","gene with protein product"
4,T002573,t009951,2,006.0000,1.0,p13@SEPHS1,22929,19685,"B4DWK0,Q5T5U9,D3DRS9,P49903",SEPHS1,"selenophosphate synthetase 1","gene with protein product"
5,T002573,t066868,2,009.0000,0.999502487562,p13@SEPHS1,22929,19685,"B4DWK0,Q5T5U9,D3DRS9,P49903",SEPHS1,"selenophosphate synthetase 1","gene with protein product"
6,T002573,t093163,2,010.0000,0.999005964215,p13@SEPHS1,22929,19685,"B4DWK0,Q5T5U9,D3DRS9,P49903",SEPHS1,"selenophosphate synthetase 1","gene with protein product"
7,T002573,t095895,2,010.0000,0.999005964215,p13@SEPHS1,22929,19685,"B4DWK0,Q5T5U9,D3DRS9,P49903",SEPHS1,"selenophosphate synthetase 1","gene with protein product"
8,T002573,t024979,2,008.0000,0.999004975124,p13@SEPHS1,22929,19685,"B4DWK0,Q5T5U9,D3DRS9,P49903",SEPHS1,"selenophosphate synthetase 1","gene with protein product"
9,T002573,t167434,2,008.0000,0.999004975124,p13@SEPHS1,22929,19685,"B4DWK0,Q5T5U9,D3DRS9,P49903",SEPHS1,"selenophosphate synthetase 1","gene with protein product"
10,T002573,t201683,2,007.0000,0.999004479841,p13@SEPHS1,22929,19685,"B4DWK0,Q5T5U9,D3DRS9,P49903",SEPHS1,"selenophosphate synthetase 1","gene with protein product"
11,T002573,t090445,2,006.0000,0.999003984064,p13@SEPHS1,22929,19685,"B4DWK0,Q5T5U9,D3DRS9,P49903",SEPHS1,"selenophosphate synthetase 1","gene with protein product"
12,T002573,t086645,2,002.0000,0.999001996008,p13@SEPHS1,22929,19685,"B4DWK0,Q5T5U9,D3DRS9,P49903",SEPHS1,"selenophosphate synthetase 1","gene with protein product"
13,T002573,t198275,2,009.0000,0.998508946322,p13@SEPHS1,22929,19685,"B4DWK0,Q5T5U9,D3DRS9,P49903",SEPHS1,"selenophosphate synthetase 1","gene with protein product"
14,T002573,t170309,2,007.0000,0.998507462687,p13@SEPHS1,22929,19685,"B4DWK0,Q5T5U9,D3DRS9,P49903",SEPHS1,"selenophosphate synthetase 1","gene with protein product"
15,T002573,t030118,2,006.0000,0.998506719761,p13@SEPHS1,22929,19685,"B4DWK0,Q5T5U9,D3DRS9,P49903",SEPHS1,"selenophosphate synthetase 1","gene with protein product"
16,T002573,t043348,2,006.0000,0.998506719761,p13@SEPHS1,22929,19685,"B4DWK0,Q5T5U9,D3DRS9,P49903",SEPHS1,"selenophosphate synthetase 1","gene with protein product"
17,T002573,t139681,2,006.0000,0.998506719761,p13@SEPHS1,22929,19685,"B4DWK0,Q5T5U9,D3DRS9,P49903",SEPHS1,"selenophosphate synthetase 1","gene with protein product"
18,T002573,t193378,2,003.0000,0.99850448654,p13@SEPHS1,22929,19685,"B4DWK0,Q5T5U9,D3DRS9,P49903",SEPHS1,"selenophosphate synthetase 1","gene with protein product"
19,T002573,t158208,2,000.0000,0.99850224663,p13@SEPHS1,22929,19685,"B4DWK0,Q5T5U9,D3DRS9,P49903",SEPHS1,"selenophosphate synthetase 1","gene with protein product"
20,T002573,t122875,2,006.0000,0.998009950249,p13@SEPHS1,22929,19685,"B4DWK0,Q5T5U9,D3DRS9,P49903",SEPHS1,"selenophosphate synthetase 1","gene with protein product"
21,T002573,t033876,2,004.0000,0.998007968127,p13@SEPHS1,22929,19685,"B4DWK0,Q5T5U9,D3DRS9,P49903",SEPHS1,"selenophosphate synthetase 1","gene with protein product"
22,T002570,t002573,2,003.0000,0.998006975585,p5@SEPHS1,22929,19685,"Q5T5U9,D6PSQ9",SEPHS1,"selenophosphate synthetase 1","gene with protein product"
23,T002573,t093162,2,002.0000,0.998005982054,p13@SEPHS1,22929,19685,"B4DWK0,Q5T5U9,D3DRS9,P49903",SEPHS1,"selenophosphate synthetase 1","gene with protein product"
24,T002573,t186369,2,002.0000,0.998005982054,p13@SEPHS1,22929,19685,"B4DWK0,Q5T5U9,D3DRS9,P49903",SEPHS1,"selenophosphate synthetase 1","gene with protein product"
25,T002573,t081080,1,999.0000,0.998002995507,p13@SEPHS1,22929,19685,"B4DWK0,Q5T5U9,D3DRS9,P49903",SEPHS1,"selenophosphate synthetase 1","gene with protein product"
26,T002573,t085075,2,007.0000,0.997514910537,p13@SEPHS1,22929,19685,"B4DWK0,Q5T5U9,D3DRS9,P49903",SEPHS1,"selenophosphate synthetase 1","gene with protein product"
27,T002573,t099706,2,002.0000,0.996515679443,p13@SEPHS1,22929,19685,"B4DWK0,Q5T5U9,D3DRS9,P49903",SEPHS1,"selenophosphate synthetase 1","gene with protein product"
28,T002573,t095546,2,001.0000,0.996513944223,p13@SEPHS1,22929,19685,"B4DWK0,Q5T5U9,D3DRS9,P49903",SEPHS1,"selenophosphate synthetase 1","gene with protein product"
