Hs-SMEK2,2000,1000,T123747-SMEK2,"p19@SMEK2"
rank,ID,Fabs,Frel,association_with_transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
1,T123747,t139652,2,006.0000,1.0,p19@SMEK2,57223,29267,,PPP4R3B,"protein phosphatase 4 regulatory subunit 3B","gene with protein product"
2,T062253,t123747,2,007.0000,1.0,p9@XAF1,54739,30932,Q6GPH4,XAF1,"XIAP associated factor 1","gene with protein product"
3,T020204,t123747,2,006.0000,1.0,p5@OLR1,4973,8133,F5H7N8,OLR1,"oxidized low density lipoprotein receptor 1","gene with protein product"
4,T123747,t154449,2,007.0000,0.999501992032,p19@SMEK2,57223,29267,,PPP4R3B,"protein phosphatase 4 regulatory subunit 3B","gene with protein product"
5,T123747,t136455,2,006.0000,0.999501743896,p19@SMEK2,57223,29267,,PPP4R3B,"protein phosphatase 4 regulatory subunit 3B","gene with protein product"
6,T123747,t177662,2,005.0000,0.999501495513,p19@SMEK2,57223,29267,,PPP4R3B,"protein phosphatase 4 regulatory subunit 3B","gene with protein product"
7,T123747,t139654,2,014.0000,0.999007936508,p19@SMEK2,57223,29267,,PPP4R3B,"protein phosphatase 4 regulatory subunit 3B","gene with protein product"
8,T123747,t185506,2,011.0000,0.999006458023,p19@SMEK2,57223,29267,,PPP4R3B,"protein phosphatase 4 regulatory subunit 3B","gene with protein product"
9,T123747,t154830,2,011.0000,0.999006458023,p19@SMEK2,57223,29267,,PPP4R3B,"protein phosphatase 4 regulatory subunit 3B","gene with protein product"
10,T029221,t123747,2,010.0000,0.999005964215,p7@OSBPL8,114882,16396,F8VUA7,OSBPL8,"oxysterol binding protein like 8","gene with protein product"
11,T123747,t179652,2,010.0000,0.999005964215,p19@SMEK2,57223,29267,,PPP4R3B,"protein phosphatase 4 regulatory subunit 3B","gene with protein product"
12,T123747,t139826,2,009.0000,0.999005469915,p19@SMEK2,57223,29267,,PPP4R3B,"protein phosphatase 4 regulatory subunit 3B","gene with protein product"
13,T020203,t123747,2,008.0000,0.999004975124,p4@OLR1,4973,8133,F5H7N8,OLR1,"oxidized low density lipoprotein receptor 1","gene with protein product"
14,T123747,t177663,2,008.0000,0.999004975124,p19@SMEK2,57223,29267,,PPP4R3B,"protein phosphatase 4 regulatory subunit 3B","gene with protein product"
15,T009657,t123747,2,007.0000,0.999004479841,p6@ALG9,79796,15672,,ALG9,"ALG9, alpha-1,2-mannosyltransferase","gene with protein product"
16,T044745,t123747,2,007.0000,0.999004479841,p11@NEDD4,4734,7727,,NEDD4,"neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase","gene with protein product"
17,T019958,t123747,2,007.0000,0.999004479841,p5@NR1H4,9971,7967,F8W1M1,NR1H4,"nuclear receptor subfamily 1 group H member 4","gene with protein product"
18,T123747,t186342,2,006.0000,0.999003984064,p19@SMEK2,57223,29267,,PPP4R3B,"protein phosphatase 4 regulatory subunit 3B","gene with protein product"
19,T080389,t123747,2,006.0000,0.999003984064,p1@SLC16A4,9122,10925,"E7EPY8,G3V175,O15374,Q8WU09,A8K3V5",SLC16A4,"solute carrier family 16 member 4","gene with protein product"
20,T123747,t171395,2,006.0000,0.999003984064,p19@SMEK2,57223,29267,,PPP4R3B,"protein phosphatase 4 regulatory subunit 3B","gene with protein product"
21,T123747,t194910,2,005.0000,0.999003487793,p19@SMEK2,57223,29267,,PPP4R3B,"protein phosphatase 4 regulatory subunit 3B","gene with protein product"
22,T123747,t154450,2,004.0000,0.999002991027,p19@SMEK2,57223,29267,,PPP4R3B,"protein phosphatase 4 regulatory subunit 3B","gene with protein product"
23,T116288,t123747,2,003.0000,0.999002493766,p10@ITGAV,3685,6150,,ITGAV,"integrin subunit alpha V","gene with protein product"
24,T123747,t177661,2,003.0000,0.999002493766,p19@SMEK2,57223,29267,,PPP4R3B,"protein phosphatase 4 regulatory subunit 3B","gene with protein product"
25,T123747,t159213,2,004.0000,0.998505231689,p19@SMEK2,57223,29267,,PPP4R3B,"protein phosphatase 4 regulatory subunit 3B","gene with protein product"
26,T123747,t154432,2,003.0000,0.99850448654,p19@SMEK2,57223,29267,,PPP4R3B,"protein phosphatase 4 regulatory subunit 3B","gene with protein product"
27,T121898,t123747,2,005.0000,0.998008959681,p1@PPP1CB,5500,9282,,PPP1CB,"protein phosphatase 1 catalytic subunit beta","gene with protein product"
28,T123747,t186254,2,003.0000,0.998006975585,p19@SMEK2,57223,29267,,PPP4R3B,"protein phosphatase 4 regulatory subunit 3B","gene with protein product"
29,T123747,t177659,2,002.0000,0.998005982054,p19@SMEK2,57223,29267,,PPP4R3B,"protein phosphatase 4 regulatory subunit 3B","gene with protein product"
30,T080390,t123747,1,999.0000,0.998002995507,p2@SLC16A4,9122,10925,"Q8WU09,E9PKZ1,E9PRV1,B4DJ67",SLC16A4,"solute carrier family 16 member 4","gene with protein product"
31,T012930,t123747,2,005.0000,0.997512437811,p12@IGF2,3481,5466,P01344,IGF2,"insulin like growth factor 2","gene with protein product"
32,T097222,t123747,2,003.0000,0.997509960159,p1@SYDE2,84144,25841,Q5VT97,SYDE2,"synapse defective Rho GTPase homolog 2","gene with protein product"
33,T123747,t129428,2,002.0000,0.997508719482,p19@SMEK2,57223,29267,,PPP4R3B,"protein phosphatase 4 regulatory subunit 3B","gene with protein product"
34,T123747,t171397,2,005.0000,0.997016409746,p19@SMEK2,57223,29267,,PPP4R3B,"protein phosphatase 4 regulatory subunit 3B","gene with protein product"
35,T041938,t123747,1,999.0000,0.997007481297,p4@BDKRB1,623,1029,P46663,BDKRB1,"bradykinin receptor B1","gene with protein product"
36,T081586,t123747,2,004.0000,0.996519144704,p1@PDPN,10630,29602,Q86YL7,PDPN,podoplanin,"gene with protein product"
37,T123747,t144335,2,001.0000,0.996513944223,p19@SMEK2,57223,29267,,PPP4R3B,"protein phosphatase 4 regulatory subunit 3B","gene with protein product"
38,T095381,t123747,1,999.0000,0.996013951171,p2@SLC1A7,6512,10945,,SLC1A7,"solute carrier family 1 member 7","gene with protein product"
39,T041449,t123747,1,997.0000,0.996009975062,p6@FBLN5,10516,3602,G3V329,FBLN5,"fibulin 5","gene with protein product"
40,T106022,t123747,2,005.0000,0.995531281033,p1@ADARB1,104,226,"Q8TCX7,G5E9B4,Q4AE81,F5H398,P78563,Q4AE77",ADARB1,"adenosine deaminase, RNA specific B1","gene with protein product"
41,T123747,t186251,1,999.0000,0.995517928287,p19@SMEK2,57223,29267,,PPP4R3B,"protein phosphatase 4 regulatory subunit 3B","gene with protein product"
42,T123747,t199658,2,002.0000,0.995029821074,p19@SMEK2,57223,29267,,PPP4R3B,"protein phosphatase 4 regulatory subunit 3B","gene with protein product"
43,T123747,t179648,1,999.0000,0.994527363184,p19@SMEK2,57223,29267,,PPP4R3B,"protein phosphatase 4 regulatory subunit 3B","gene with protein product"
44,T123747,t170211,1,998.0000,0.994524639124,p19@SMEK2,57223,29267,,PPP4R3B,"protein phosphatase 4 regulatory subunit 3B","gene with protein product"
45,T123747,t179651,1,997.0000,0.994521912351,p19@SMEK2,57223,29267,,PPP4R3B,"protein phosphatase 4 regulatory subunit 3B","gene with protein product"
46,T023531,t123747,1,997.0000,0.994026879044,p13@EPS8,2059,3420,F5H0R8,EPS8,"epidermal growth factor receptor pathway substrate 8","gene with protein product"
47,T060896,t123747,1,996.0000,0.993529118965,p13@C17orf67,339210,27900,Q0P5P2,C17orf67,"chromosome 17 open reading frame 67","gene with protein product"
48,T123747,t140546,1,995.0000,0.993525896414,p19@SMEK2,57223,29267,,PPP4R3B,"protein phosphatase 4 regulatory subunit 3B","gene with protein product"
49,T123747,t177660,1,995.0000,0.993525896414,p19@SMEK2,57223,29267,,PPP4R3B,"protein phosphatase 4 regulatory subunit 3B","gene with protein product"
50,T123747,t154447,1,993.0000,0.993519441675,p19@SMEK2,57223,29267,,PPP4R3B,"protein phosphatase 4 regulatory subunit 3B","gene with protein product"
51,T123747,t189426,1,996.0000,0.992541024366,p19@SMEK2,57223,29267,,PPP4R3B,"protein phosphatase 4 regulatory subunit 3B","gene with protein product"
52,T054764,t123747,1,992.0000,0.992526158445,p1@FOXF1,2294,3809,Q12946,FOXF1,"forkhead box F1","gene with protein product"
53,T123747,t156843,1,993.0000,0.991542288557,p19@SMEK2,57223,29267,,PPP4R3B,"protein phosphatase 4 regulatory subunit 3B","gene with protein product"
